time_seconds,acc_x,acc_y,acc_z,q_w,q_x,q_y,q_z
10.5125,-0.63,-1.35,0.8,0.6,0.64,-0.28,-0.38
10.5324,-2.11,-1.6,0.59,0.68,0.59,-0.19,-0.4
10.5521,-0.87,-0.83,0.36,0.69,0.58,-0.16,-0.4
10.584,-0.98,2.06,-0.97,0.71,0.57,-0.13,-0.4
10.6021,-2.18,2.12,-2.79,0.72,0.56,-0.12,-0.4
10.6222,-2.78,-0.59,-0.73,0.73,0.54,-0.11,-0.4
10.6715,-1.09,-3.16,-3.93,0.74,0.53,-0.1,-0.39
10.6925,-1.39,-0.46,-1.94,0.76,0.53,-0.08,-0.38
10.712,-2.68,-0.29,-2.29,0.76,0.53,-0.08,-0.37
10.7341,-3.29,-0.29,-2.52,0.77,0.53,-0.08,-0.36
10.7762,-3.77,-1.1,-2.27,0.77,0.53,-0.08,-0.35
10.7921,-2.07,-2.93,-3.25,0.77,0.54,-0.07,-0.34
10.812,-1.28,-1.5,-4.52,0.77,0.54,-0.07,-0.34
10.8531,-1.73,2.12,-3.85,0.77,0.55,-0.07,-0.33
10.8731,-0.36,-2.18,-4.59,0.77,0.56,-0.09,-0.3
10.8925,-0.76,-0.41,-4.57,0.77,0.56,-0.1,-0.29
10.9291,-0.71,0.2,-4.8,0.77,0.57,-0.11,-0.27
10.942,1.43,-3.39,-4.95,0.77,0.58,-0.11,-0.26
10.9625,0.27,-2.23,-4.61,0.76,0.59,-0.11,-0.26
10.9824,0.56,1.55,-4.84,0.75,0.6,-0.11,-0.26
11.0121,1.85,1.64,-6.12,0.74,0.61,-0.12,-0.25
11.0329,2.04,-0.36,-6.06,0.74,0.61,-0.14,-0.24
11.1121,1.7,-2.23,-6.48,0.73,0.62,-0.15,-0.24
11.1321,3.12,-1.14,-5.83,0.72,0.63,-0.18,-0.24
11.153,1.84,-0.47,-4.96,0.71,0.63,-0.19,-0.24
11.1772,0.4,-1.76,-3.92,0.71,0.63,-0.2,-0.24
11.1921,2.27,-3.13,-3.77,0.7,0.63,-0.21,-0.24
11.213,2.6,-1.33,-3.04,0.7,0.64,-0.22,-0.24
11.2321,0.64,0.59,-1.45,0.69,0.64,-0.23,-0.25
11.2771,0.32,-0.18,-0.64,0.69,0.64,-0.24,-0.25
11.2934,1.28,0.2,1.0,0.68,0.64,-0.27,-0.25
11.312,0.47,0.57,1.55,0.67,0.64,-0.29,-0.25
11.3551,1.05,-0.23,1.89,0.66,0.64,-0.3,-0.25
11.3729,0.72,-0.84,2.76,0.64,0.65,-0.33,-0.26
11.3929,1.02,-1.1,2.9,0.62,0.65,-0.34,-0.27
11.4433,1.16,-1.02,2.99,0.61,0.65,-0.35,-0.27
11.4625,2.23,-1.75,2.66,0.58,0.66,-0.38,-0.29
11.4836,2.2,-1.9,2.37,0.56,0.66,-0.39,-0.3
11.5052,-0.03,-0.42,2.4,0.55,0.67,-0.4,-0.3
11.5235,0.34,-0.48,2.76,0.54,0.67,-0.41,-0.31
11.5437,2.61,-0.2,1.8,0.53,0.67,-0.42,-0.31
11.6211,2.0,-0.15,1.43,0.52,0.67,-0.43,-0.32
11.6339,2.75,-0.63,3.35,0.49,0.66,-0.46,-0.34
11.6532,-0.48,-0.02,3.48,0.49,0.65,-0.47,-0.34
11.7101,-1.69,-0.68,4.34,0.48,0.65,-0.48,-0.34
11.7339,1.34,-0.01,2.4,0.47,0.65,-0.48,-0.35
11.8111,0.93,-1.0,2.18,0.47,0.65,-0.48,-0.36
11.8229,1.34,-0.73,2.04,0.48,0.65,-0.47,-0.36
11.8431,3.48,-0.3,1.99,0.48,0.65,-0.47,-0.36
11.9041,5.33,-0.89,2.61,0.49,0.65,-0.46,-0.35
11.923,4.41,-1.29,4.11,0.52,0.64,-0.43,-0.36
11.9429,4.9,-1.09,4.39,0.54,0.64,-0.41,-0.36
11.9941,4.42,-0.67,3.02,0.55,0.64,-0.39,-0.36
12.0029,1.23,-2.27,2.15,0.6,0.62,-0.35,-0.37
12.0241,0.88,-2.31,1.82,0.62,0.61,-0.32,-0.38
12.1011,0.64,-1.86,1.43,0.64,0.6,-0.29,-0.38
12.113,-2.91,-0.07,-0.38,0.71,0.56,-0.18,-0.38
12.1332,-3.32,-0.83,0.34,0.73,0.54,-0.16,-0.38
12.1881,-1.06,-2.84,-0.05,0.75,0.52,-0.13,-0.38
12.203,-5.05,-0.1,-0.89,0.79,0.49,-0.08,-0.37
12.228,-7.17,-0.69,-0.86,0.8,0.48,-0.07,-0.36
12.2951,-4.52,-2.8,-1.79,0.81,0.47,-0.06,-0.34
12.313,-4.7,-2.09,-3.85,0.82,0.49,-0.06,-0.3
12.3335,-3.89,-1.51,-3.81,0.82,0.5,-0.06,-0.28
12.4074,1.55,-0.95,-5.07,0.81,0.51,-0.07,-0.26
12.4234,-2.88,-1.3,-6.68,0.79,0.56,-0.09,-0.22
12.4433,-0.28,-0.62,-8.11,0.78,0.58,-0.09,-0.21
12.4733,1.11,-0.46,-8.55,0.76,0.61,-0.11,-0.19
12.4954,-0.34,-0.79,-7.7,0.75,0.62,-0.12,-0.19
12.5144,0.28,-1.09,-7.59,0.74,0.63,-0.13,-0.19
12.5335,2.33,-0.48,-7.68,0.73,0.64,-0.14,-0.2
12.5574,1.94,-0.19,-7.16,0.72,0.65,-0.15,-0.2
12.573,2.72,-2.09,-7.28,0.71,0.66,-0.16,-0.2
12.593,4.66,-1.77,-7.37,0.7,0.66,-0.17,-0.2
12.6161,5.43,0.57,-7.52,0.7,0.66,-0.18,-0.2
12.6359,3.51,0.08,-7.63,0.7,0.65,-0.19,-0.2
12.653,2.68,-3.5,-7.09,0.71,0.65,-0.2,-0.21
12.7061,3.15,-3.04,-6.14,0.71,0.64,-0.2,-0.21
12.7229,3.06,0.75,-3.8,0.71,0.63,-0.22,-0.23
12.7431,-0.06,0.06,-2.13,0.71,0.62,-0.24,-0.23
12.7635,-2.17,-4.21,-0.56,0.71,0.62,-0.25,-0.23
12.7893,-0.76,-2.5,-0.01,0.7,0.62,-0.26,-0.24
12.8601,1.01,1.5,0.43,0.69,0.63,-0.27,-0.25
12.8729,2.06,-2.45,1.96,0.65,0.64,-0.32,-0.26
12.8939,2.95,-2.1,1.98,0.63,0.65,-0.33,-0.26
12.9411,0.34,-0.98,2.03,0.61,0.65,-0.35,-0.27
12.9629,3.12,-3.06,3.62,0.57,0.67,-0.39,-0.28
12.988,4.51,-1.22,2.61,0.55,0.67,-0.41,-0.28
13.0039,2.78,-0.76,3.07,0.54,0.67,-0.43,-0.29
13.0601,0.54,-2.11,4.35,0.52,0.67,-0.44,-0.3
13.0832,0.15,-0.94,2.9,0.49,0.67,-0.47,-0.31
13.1421,0.54,-1.15,3.16,0.48,0.67,-0.48,-0.31
13.1539,1.01,-0.38,1.12,0.46,0.67,-0.49,-0.32
13.1741,0.49,0.78,1.67,0.45,0.67,-0.5,-0.33
13.2371,1.89,-0.17,1.43,0.44,0.67,-0.5,-0.33
13.2539,-0.79,2.68,2.69,0.43,0.67,-0.5,-0.34
13.2739,-0.45,0.19,3.09,0.42,0.67,-0.51,-0.34
13.327,1.48,-4.58,3.32,0.42,0.67,-0.51,-0.34
13.3439,1.93,4.16,4.82,0.42,0.68,-0.51,-0.33
13.364,3.77,-0.91,3.74,0.42,0.68,-0.51,-0.33
13.4141,4.18,-2.84,3.15,0.42,0.68,-0.51,-0.33
13.4342,2.53,0.18,3.25,0.43,0.67,-0.5,-0.34
13.4543,4.21,-2.37,2.54,0.44,0.66,-0.5,-0.34
13.4742,4.75,-2.07,3.41,0.45,0.66,-0.49,-0.34
13.4941,5.01,-0.92,3.48,0.46,0.66,-0.48,-0.35
13.555,5.56,-1.08,3.06,0.47,0.66,-0.47,-0.35
13.5739,3.22,-2.1,2.32,0.53,0.65,-0.42,-0.36
13.5939,3.82,-0.59,0.92,0.54,0.64,-0.39,-0.37
13.6139,3.37,-0.85,-0.1,0.57,0.63,-0.37,-0.38
13.6359,1.21,-2.33,0.73,0.59,0.61,-0.35,-0.39
13.686,1.05,-2.81,0.15,0.62,0.59,-0.33,-0.39
13.7092,-1.39,-0.77,-1.5,0.69,0.55,-0.26,-0.4
13.7681,-2.84,-0.48,-0.61,0.72,0.52,-0.23,-0.4
13.7897,-1.47,-0.55,-1.77,0.77,0.48,-0.17,-0.39
13.8043,-3.59,-0.55,-1.39,0.78,0.46,-0.15,-0.39
13.8243,-3.34,-0.27,-1.46,0.79,0.46,-0.13,-0.39
13.8731,-2.97,0.22,-1.81,0.8,0.45,-0.12,-0.38
13.8839,-2.59,-0.99,-2.8,0.81,0.45,-0.11,-0.36
13.9071,-4.37,-2.21,-2.91,0.81,0.46,-0.11,-0.35
13.9682,-4.13,-0.78,-3.18,0.81,0.47,-0.1,-0.34
13.9841,-4.73,-3.07,-4.66,0.8,0.5,-0.11,-0.31
14.004,-4.19,-1.84,-4.78,0.79,0.51,-0.1,-0.31
14.0451,-2.11,0.95,-5.34,0.78,0.53,-0.11,-0.3
14.056,-1.25,-2.81,-5.82,0.77,0.56,-0.12,-0.28
14.074,-1.59,-2.18,-5.71,0.76,0.58,-0.12,-0.27
14.094,-2.41,0.5,-6.75,0.75,0.6,-0.12,-0.27
14.1139,0.27,1.62,-6.96,0.74,0.61,-0.12,-0.26
14.1536,4.74,-2.89,-7.29,0.72,0.63,-0.13,-0.25
14.1739,2.66,0.57,-6.99,0.71,0.65,-0.14,-0.23
14.1939,2.49,2.5,-6.32,0.71,0.66,-0.14,-0.22
14.2151,4.11,-0.46,-6.18,0.7,0.66,-0.16,-0.22
14.2845,4.5,-2.4,-6.68,0.69,0.67,-0.17,-0.22
14.3043,2.46,0.57,-6.95,0.7,0.65,-0.2,-0.22
14.3242,2.23,-1.62,-6.57,0.7,0.64,-0.21,-0.23
14.3443,0.98,-2.6,-5.41,0.7,0.64,-0.22,-0.23
14.3642,1.25,-0.95,-4.49,0.7,0.64,-0.22,-0.23
14.3845,0.57,1.26,-4.14,0.7,0.63,-0.23,-0.24
14.405,-1.15,0.05,-2.45,0.7,0.63,-0.24,-0.24
14.4764,0.54,-2.18,-1.46,0.69,0.63,-0.25,-0.25
14.4942,-0.62,-1.65,1.24,0.67,0.63,-0.3,-0.26
14.5141,0.83,-1.07,0.88,0.65,0.64,-0.31,-0.26
14.5751,0.86,-0.94,0.95,0.64,0.65,-0.33,-0.26
14.5952,3.62,-0.13,1.05,0.58,0.67,-0.37,-0.27
14.6149,2.44,-1.39,2.1,0.56,0.67,-0.39,-0.28
14.6369,3.13,-3.86,2.84,0.55,0.67,-0.41,-0.29
14.6541,2.94,-3.65,3.23,0.53,0.67,-0.42,-0.29
14.7193,2.17,-2.23,4.05,0.52,0.68,-0.43,-0.3
14.7379,-0.01,-0.93,5.04,0.48,0.68,-0.47,-0.31
14.7548,0.21,-1.02,5.25,0.47,0.67,-0.48,-0.31
14.8184,2.65,-0.75,5.18,0.46,0.67,-0.49,-0.31
14.8345,-0.75,-0.64,4.72,0.45,0.67,-0.5,-0.32
14.8552,0.15,-0.57,3.76,0.45,0.67,-0.5,-0.32
14.8742,1.59,-0.32,2.6,0.44,0.68,-0.5,-0.32
14.8954,1.73,0.43,1.29,0.44,0.68,-0.49,-0.32
14.9153,1.25,-0.14,1.35,0.44,0.68,-0.49,-0.32
14.9353,0.99,-0.33,0.7,0.44,0.68,-0.49,-0.32
14.9761,0.79,-1.29,-0.01,0.45,0.67,-0.49,-0.32
14.9949,-0.36,-1.05,0.25,0.45,0.67,-0.49,-0.32
15.0148,-0.1,1.06,0.02,0.45,0.67,-0.49,-0.32
15.0761,0.91,0.37,0.68,0.45,0.67,-0.49,-0.32
15.0949,6.62,-0.35,3.03,0.47,0.68,-0.48,-0.31
15.1149,8.14,0.26,3.35,0.48,0.67,-0.47,-0.31
15.1722,9.76,-0.48,3.06,0.49,0.67,-0.46,-0.31
15.1951,3.03,-1.08,2.63,0.56,0.64,-0.42,-0.33
15.262,2.83,-1.23,2.48,0.58,0.62,-0.4,-0.34
15.2851,-0.97,-3.24,-0.07,0.67,0.57,-0.31,-0.36
15.3521,-2.73,-2.04,-0.09,0.7,0.55,-0.28,-0.36
15.3751,-2.95,-1.93,-0.54,0.78,0.49,-0.2,-0.35
15.4441,-1.58,-2.2,-0.68,0.79,0.48,-0.17,-0.34
15.4549,-6.96,-0.17,-1.63,0.84,0.44,-0.11,-0.32
15.4751,-7.86,0.12,-1.71,0.84,0.43,-0.1,-0.31
15.5462,-4.98,-0.26,-2.24,0.84,0.44,-0.09,-0.3
15.5649,-5.51,1.82,-3.95,0.83,0.47,-0.05,-0.29
15.5849,-3.37,2.01,-4.15,0.82,0.49,-0.05,-0.29
15.6421,0.63,-4.45,-6.07,0.81,0.51,-0.06,-0.27
15.6651,-0.64,0.86,-5.61,0.78,0.57,-0.06,-0.25
15.7301,1.75,-1.78,-6.53,0.77,0.59,-0.06,-0.24
15.7448,2.2,0.44,-6.82,0.74,0.63,-0.1,-0.21
15.7648,3.22,-1.37,-7.04,0.74,0.64,-0.12,-0.2
15.8261,3.6,-2.8,-6.66,0.73,0.65,-0.14,-0.2
15.8449,3.96,-1.25,-6.13,0.7,0.67,-0.16,-0.21
15.8648,4.53,-0.12,-6.12,0.69,0.67,-0.17,-0.21
15.927,3.57,0.88,-5.78,0.69,0.67,-0.18,-0.22
15.9454,3.31,-0.36,-6.01,0.68,0.66,-0.2,-0.24
15.9649,2.3,0.57,-5.18,0.68,0.66,-0.21,-0.24
16.0354,-0.11,-0.11,-3.45,0.68,0.66,-0.22,-0.24
16.0552,-0.13,-4.68,-0.9,0.66,0.66,-0.26,-0.25
16.075,1.48,-1.84,-0.64,0.65,0.66,-0.27,-0.25
16.1082,0.2,-0.32,-0.3,0.65,0.67,-0.28,-0.25
16.1259,-2.19,0.29,-0.17,0.63,0.67,-0.3,-0.25
16.1499,1.22,-1.88,-0.76,0.61,0.67,-0.32,-0.26
16.2001,3.12,-2.02,-0.07,0.59,0.68,-0.34,-0.26
16.2148,1.3,-1.0,2.44,0.55,0.68,-0.39,-0.28
16.2373,2.39,-2.61,2.3,0.53,0.68,-0.42,-0.28
16.2841,5.57,-3.73,2.19,0.51,0.68,-0.44,-0.29
16.2958,0.53,0.24,5.21,0.49,0.68,-0.47,-0.3
16.316,-0.39,-0.95,5.78,0.47,0.67,-0.48,-0.3
16.3393,0.94,-4.34,6.18,0.45,0.68,-0.49,-0.31
16.3555,1.94,-3.74,6.32,0.44,0.68,-0.5,-0.31
16.3758,2.21,-0.05,6.86,0.43,0.68,-0.5,-0.31
16.3951,1.89,1.09,7.5,0.42,0.68,-0.51,-0.31
16.4644,3.34,-2.59,5.71,0.42,0.68,-0.51,-0.31
16.4864,1.77,-1.2,1.63,0.42,0.68,-0.51,-0.32
16.5062,0.96,-0.77,0.13,0.42,0.68,-0.51,-0.32
16.5263,-1.69,0.84,-0.24,0.43,0.67,-0.51,-0.33
16.5612,-0.75,0.52,0.67,0.43,0.67,-0.5,-0.33
16.5759,2.07,-2.04,0.02,0.44,0.67,-0.5,-0.32
16.5959,0.72,0.84,0.12,0.44,0.67,-0.5,-0.32
16.62,0.38,1.52,1.27,0.45,0.67,-0.49,-0.32
16.6359,2.84,0.34,2.9,0.46,0.67,-0.49,-0.32
16.6558,5.02,-0.97,2.59,0.47,0.67,-0.48,-0.32
16.721,6.64,-1.29,3.11,0.48,0.67,-0.47,-0.32
16.7358,6.93,-0.96,3.98,0.53,0.65,-0.43,-0.33
16.7558,5.8,-2.09,3.66,0.55,0.64,-0.41,-0.34
16.8233,4.26,-2.08,3.05,0.57,0.63,-0.39,-0.35
16.848,-1.02,-2.93,1.52,0.66,0.57,-0.31,-0.36
16.9231,-1.23,-3.1,0.58,0.69,0.56,-0.29,-0.36
16.9395,-2.93,-2.52,0.35,0.77,0.5,-0.2,-0.35
16.9558,-2.73,-2.77,0.15,0.78,0.49,-0.17,-0.34
17.0232,-0.58,-1.05,-1.0,0.79,0.49,-0.14,-0.34
17.0463,-3.79,-0.99,-2.51,0.83,0.45,-0.1,-0.31
17.0892,-3.9,-0.62,-2.73,0.84,0.45,-0.09,-0.31
17.1061,-0.79,-2.12,-4.04,0.84,0.45,-0.09,-0.28
17.1261,-2.32,-0.71,-4.82,0.84,0.46,-0.08,-0.28
17.1461,-3.13,0.28,-4.53,0.84,0.46,-0.08,-0.28
17.2073,-3.05,0.63,-4.29,0.83,0.47,-0.08,-0.27
17.2261,-1.8,0.06,-5.18,0.82,0.51,-0.08,-0.25
17.2459,-2.83,1.2,-4.91,0.81,0.52,-0.09,-0.25
17.2662,-1.51,-0.11,-5.29,0.8,0.54,-0.09,-0.25
17.2891,-0.02,-1.79,-5.98,0.79,0.55,-0.1,-0.24
17.3605,-1.42,-1.01,-5.79,0.78,0.57,-0.1,-0.24
17.377,0.83,-1.98,-6.21,0.74,0.61,-0.13,-0.23
17.396,2.7,-0.56,-5.75,0.73,0.63,-0.14,-0.23
17.4323,4.18,-0.64,-6.27,0.71,0.64,-0.15,-0.23
17.4714,4.97,-1.83,-6.37,0.7,0.65,-0.16,-0.23
17.4861,4.07,-0.59,-6.43,0.7,0.66,-0.17,-0.24
17.5059,1.32,-0.63,-6.21,0.69,0.65,-0.18,-0.24
17.5782,0.77,-0.75,-5.85,0.69,0.65,-0.19,-0.24
17.596,-0.09,0.13,-2.61,0.68,0.64,-0.23,-0.25
17.6188,-0.82,0.32,-1.44,0.68,0.65,-0.24,-0.25
17.6532,-0.37,-0.61,-0.52,0.67,0.65,-0.26,-0.26
17.6658,1.44,-2.29,-0.34,0.65,0.66,-0.27,-0.26
17.6857,2.07,-1.95,0.37,0.64,0.67,-0.28,-0.26
17.706,2.44,-1.55,1.23,0.62,0.68,-0.29,-0.26
17.7811,2.21,-0.39,0.61,0.61,0.68,-0.31,-0.26
17.7967,4.02,0.45,2.68,0.56,0.7,-0.36,-0.27
17.8168,4.81,-3.59,3.71,0.54,0.69,-0.39,-0.27
17.8831,4.25,-4.95,4.2,0.54,0.69,-0.4,-0.27
17.9071,3.79,-1.71,1.13,0.5,0.7,-0.43,-0.28
17.9741,3.74,-1.04,0.68,0.49,0.7,-0.43,-0.28
17.9868,-1.49,-0.94,5.52,0.47,0.7,-0.45,-0.28
18.0097,2.45,-2.74,7.41,0.46,0.71,-0.45,-0.28
18.074,3.16,-1.82,8.45,0.46,0.71,-0.45,-0.29
18.0871,0.08,-0.5,4.06,0.46,0.71,-0.45,-0.29
18.1057,0.47,1.46,3.17,0.47,0.71,-0.45,-0.29
18.1544,1.63,0.7,1.13,0.47,0.71,-0.44,-0.29
18.1671,2.0,-0.94,-1.07,0.48,0.7,-0.44,-0.29
18.187,1.0,0.38,-1.62,0.48,0.7,-0.43,-0.29
18.2404,0.83,0.92,-0.55,0.49,0.7,-0.43,-0.29
18.2567,3.82,-2.27,2.74,0.5,0.7,-0.42,-0.29
18.277,7.75,-1.73,4.05,0.51,0.69,-0.42,-0.29
18.3221,8.36,-1.27,4.6,0.52,0.69,-0.4,-0.3
18.3388,4.95,-0.78,3.81,0.56,0.67,-0.37,-0.3
18.3568,4.32,-1.14,2.98,0.59,0.66,-0.35,-0.31
18.4244,4.24,-1.6,1.86,0.62,0.64,-0.33,-0.31
18.4471,-0.31,-1.7,-0.8,0.72,0.57,-0.24,-0.32
18.5161,-1.05,-0.7,-1.48,0.74,0.55,-0.21,-0.32
18.5271,-2.46,-0.16,-2.34,0.8,0.5,-0.13,-0.32
18.5474,-2.41,-0.75,-1.64,0.81,0.49,-0.11,-0.32
18.5718,-2.59,-0.3,-2.01,0.82,0.47,-0.09,-0.31
18.5872,-3.74,0.53,-2.49,0.83,0.46,-0.07,-0.31
18.6342,-5.34,-0.71,-1.92,0.84,0.45,-0.07,-0.3
18.657,-2.41,-1.39,-2.91,0.84,0.46,-0.04,-0.29
18.7301,-1.46,0.02,-3.6,0.84,0.46,-0.04,-0.29
18.7488,-1.36,-1.34,-4.74,0.83,0.49,-0.05,-0.27
18.7668,-1.22,-0.34,-4.76,0.82,0.5,-0.05,-0.27
18.8411,-2.11,0.65,-3.96,0.81,0.51,-0.06,-0.27
18.8567,0.21,1.29,-4.48,0.78,0.56,-0.1,-0.26
18.8793,1.14,-1.12,-4.48,0.77,0.57,-0.11,-0.26
18.9545,1.48,-1.62,-4.36,0.76,0.59,-0.13,-0.25
18.9802,1.18,0.21,-3.18,0.72,0.63,-0.17,-0.24
19.0312,2.31,-0.91,-3.37,0.7,0.64,-0.18,-0.24
19.0468,4.02,-0.41,-4.48,0.68,0.67,-0.19,-0.23
19.0667,3.56,1.34,-4.87,0.68,0.67,-0.19,-0.23
19.1282,3.48,1.18,-4.98,0.68,0.67,-0.2,-0.23
19.1468,2.75,-0.43,-6.48,0.69,0.65,-0.21,-0.25
19.1668,1.65,-0.37,-6.73,0.69,0.64,-0.22,-0.26
19.2375,-1.48,0.14,-5.23,0.7,0.63,-0.22,-0.26
19.2568,-5.01,1.5,-2.89,0.71,0.61,-0.24,-0.27
19.2777,-6.12,1.42,-1.82,0.7,0.61,-0.25,-0.27
19.3462,-4.32,-0.34,-0.59,0.7,0.61,-0.26,-0.27
19.3567,1.73,-1.09,0.2,0.66,0.63,-0.3,-0.27
19.3772,1.66,-1.06,0.42,0.65,0.64,-0.31,-0.27
19.4261,3.25,-1.43,0.11,0.63,0.65,-0.33,-0.28
19.4474,3.78,-4.64,1.93,0.59,0.65,-0.37,-0.29
19.4667,3.09,-5.08,1.27,0.58,0.65,-0.39,-0.3
19.4867,1.16,-3.88,2.28,0.56,0.66,-0.4,-0.3
19.5491,1.38,-2.61,3.52,0.55,0.66,-0.41,-0.3
19.5667,0.21,-1.47,6.02,0.51,0.67,-0.44,-0.31
19.5866,-1.83,1.74,7.74,0.5,0.67,-0.45,-0.31
19.6571,-0.89,3.42,9.25,0.5,0.67,-0.46,-0.3
19.6777,2.85,1.46,5.4,0.49,0.68,-0.46,-0.3
19.6977,3.85,1.39,3.46,0.49,0.68,-0.45,-0.3
19.765,3.99,1.16,0.8,0.49,0.68,-0.45,-0.31
19.7884,-1.3,-3.51,-1.37,0.49,0.67,-0.45,-0.33
19.8154,-1.7,-2.34,-1.19,0.49,0.67,-0.45,-0.33
19.8383,-0.8,0.26,0.43,0.49,0.67,-0.45,-0.33
19.8711,-1.08,-0.62,1.59,0.5,0.66,-0.45,-0.33
19.8878,0.1,-1.84,5.43,0.5,0.67,-0.45,-0.33
19.9077,5.96,-2.07,6.66,0.5,0.67,-0.44,-0.32
19.9771,10.08,-0.8,6.38,0.51,0.67,-0.44,-0.32
19.9977,7.28,-4.41,2.77,0.58,0.63,-0.4,-0.33
20.0197,3.37,-0.78,0.61,0.61,0.62,-0.37,-0.34
20.0922,2.48,-0.16,0.1,0.63,0.6,-0.35,-0.34
20.1077,-3.14,-0.73,-3.14,0.73,0.54,-0.26,-0.34
20.1278,-3.28,-0.85,-2.6,0.75,0.52,-0.23,-0.33
20.2011,-2.64,-2.03,-3.03,0.77,0.51,-0.2,-0.32
20.218,-3.07,0.43,-0.46,0.82,0.46,-0.11,-0.3
20.2377,0.33,-2.12,-0.24,0.83,0.46,-0.1,-0.3
20.3051,0.91,-2.82,-0.86,0.84,0.45,-0.08,-0.29
20.3279,-1.94,0.77,-1.48,0.86,0.43,-0.04,-0.27
20.4071,-0.66,-1.38,-2.04,0.86,0.44,-0.04,-0.26
20.4329,0.28,-0.73,-3.81,0.85,0.47,-0.03,-0.24
20.5121,0.03,-0.48,-4.41,0.85,0.48,-0.03,-0.23
20.5277,-0.45,-0.41,-4.45,0.83,0.52,0.01,-0.2
20.5477,-1.89,0.69,-4.35,0.83,0.52,0.01,-0.19
20.6191,-1.96,1.54,-4.07,0.82,0.54,0.01,-0.18
20.6387,1.98,-0.02,-3.94,0.78,0.59,-0.01,-0.2
20.6577,1.46,1.52,-2.91,0.77,0.61,-0.03,-0.2
20.709,1.22,-0.55,-2.98,0.76,0.62,-0.05,-0.21
20.7282,3.5,-1.45,-4.4,0.72,0.65,-0.1,-0.24
20.7508,6.06,-0.66,-4.73,0.7,0.66,-0.11,-0.25
20.8091,4.65,-0.14,-4.16,0.7,0.66,-0.13,-0.26
20.8287,3.39,-1.56,-4.63,0.68,0.66,-0.19,-0.27
20.848,2.84,-0.96,-4.77,0.68,0.65,-0.2,-0.27
20.9031,0.92,-0.32,-4.49,0.68,0.64,-0.21,-0.28
20.9177,-0.37,-2.29,-3.87,0.68,0.64,-0.25,-0.28
20.9377,-0.04,-0.16,-3.87,0.67,0.63,-0.25,-0.28
21.0091,0.7,1.11,-3.81,0.67,0.63,-0.26,-0.28
21.0287,1.11,-1.47,-2.64,0.65,0.64,-0.29,-0.29
21.0517,2.75,-0.71,-1.77,0.64,0.64,-0.3,-0.3
21.1201,2.42,-1.7,-0.5,0.63,0.65,-0.31,-0.3
21.1387,3.97,-2.0,-0.7,0.57,0.67,-0.36,-0.3
21.1616,4.19,-2.75,1.0,0.55,0.68,-0.38,-0.31
21.235,2.05,-2.7,1.41,0.54,0.68,-0.39,-0.31
21.2486,6.77,-2.52,7.64,0.47,0.69,-0.46,-0.3
21.2686,2.49,-0.94,8.44,0.46,0.69,-0.47,-0.3
21.3381,-1.11,0.24,9.59,0.45,0.69,-0.48,-0.3
21.3586,2.67,-0.36,4.9,0.43,0.7,-0.49,-0.3
21.3787,-0.21,-3.16,4.54,0.43,0.69,-0.49,-0.31
21.4481,0.64,-6.04,2.63,0.43,0.69,-0.48,-0.31
21.4686,1.95,-1.44,1.37,0.45,0.69,-0.48,-0.3
21.488,3.55,-1.06,1.95,0.46,0.69,-0.48,-0.3
21.558,4.47,0.34,3.19,0.47,0.69,-0.47,-0.29
21.5808,6.89,-0.45,2.44,0.54,0.66,-0.43,-0.29
21.6581,5.17,-0.62,1.78,0.57,0.65,-0.41,-0.3
21.6787,1.16,-1.7,-0.83,0.68,0.59,-0.31,-0.3
21.6987,-0.88,-2.53,-1.05,0.71,0.57,-0.28,-0.3
21.7722,-2.02,-2.06,-1.03,0.74,0.55,-0.24,-0.3
21.7807,-2.86,-1.11,-0.43,0.79,0.52,-0.17,-0.29
21.7993,-0.78,-1.56,-0.29,0.8,0.51,-0.15,-0.29
21.8481,0.05,-1.38,-0.95,0.81,0.5,-0.13,-0.29
21.8617,-3.28,-2.05,-0.84,0.83,0.48,-0.1,-0.28
21.8789,-2.9,-0.75,-1.8,0.83,0.47,-0.09,-0.28
21.9601,-1.14,-0.86,-2.07,0.83,0.46,-0.08,-0.29
21.9817,-1.91,-1.5,-2.56,0.86,0.43,-0.04,-0.29
21.9992,-1.71,-0.44,-2.97,0.86,0.42,-0.03,-0.28
22.0188,-1.07,-0.48,-3.41,0.86,0.42,-0.02,-0.27
22.0387,-1.22,0.64,-3.27,0.86,0.43,-0.02,-0.26
22.0587,-1.63,1.12,-3.5,0.87,0.43,-0.02,-0.25
22.0788,-0.11,-1.0,-4.5,0.86,0.44,-0.03,-0.24
22.0987,-0.26,0.02,-5.21,0.86,0.45,-0.03,-0.24
22.1701,-1.27,4.05,-3.62,0.85,0.46,-0.04,-0.23
22.1886,3.55,1.47,-4.21,0.81,0.54,-0.07,-0.23
22.2087,3.34,1.31,-3.79,0.79,0.56,-0.07,-0.23
22.2781,1.91,-1.93,-3.49,0.78,0.57,-0.08,-0.23
22.2887,4.51,-0.52,-4.83,0.74,0.62,-0.11,-0.22
22.3098,6.9,-0.61,-6.01,0.74,0.63,-0.11,-0.22
22.3893,5.46,1.18,-5.75,0.73,0.63,-0.12,-0.22
22.4086,5.02,1.43,-10.07,0.72,0.63,-0.15,-0.24
22.4287,1.75,3.17,-9.2,0.73,0.62,-0.16,-0.25
